"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.090716167E1,-5.301432889E-2,-1.133358501E-2,-1.732699567E-1,1.815528769E-1
7.091717467E1,-2.743762091E-2,-5.654403716E-3,-1.415809715E-1,1.443259048E-1
7.092718667E1,-2.125265546E-2,-3.396282122E-3,-8.025829732E-2,8.309394915E-2
7.093719867E1,-3.147958182E-2,-4.851873368E-2,-1.214875996E-2,5.909842602E-2
7.094721167E1,-1.836054951E-2,-1.026362494E-1,5.067255557E-2,1.159267759E-1
7.095722367E1,-1.998940106E-2,-7.063283019E-2,2.434312820E-2,7.733796445E-2
7.096723567E1,-3.465483919E-2,-1.638550624E-2,-7.179328322E-2,8.138622863E-2
7.097724867E1,-5.793596685E-2,6.224478006E-2,-1.870535982E-1,2.054751505E-1
7.098726067E1,-8.128459331E-2,9.339801416E-2,-2.586264414E-1,2.867368311E-1
7.099727267E1,-7.396844745E-2,1.031007376E-1,-2.417373437E-1,2.730165501E-1
7.100728467E1,-2.825842381E-2,8.133191921E-2,-9.881443620E-2,1.310637723E-1
7.101729767E1,1.982604448E-2,5.104860462E-2,8.957525074E-2,1.049893215E-1
7.102730967E1,1.600598540E-2,1.659279004E-2,1.854736805E-1,1.869010391E-1
7.103732167E1,-2.810025662E-2,-3.581675403E-2,1.309250057E-1,1.386139293E-1
7.104733467E1,-6.147842936E-2,-5.833094627E-2,1.404267311E-2,8.590281274E-2
7.105734667E1,-3.407479540E-2,-4.433431998E-2,-7.676283181E-2,9.496923689E-2
7.106735867E1,-3.049629942E-2,-2.990368411E-2,-1.787113756E-1,1.837444159E-1
7.107737067E1,-3.320092902E-2,4.973130003E-3,-2.450088608E-1,2.472981512E-1
7.108738367E1,-5.102390014E-3,2.945242524E-3,-2.671481735E-1,2.672131273E-1
7.109739567E1,-2.378501147E-3,-1.687820725E-2,-2.693625140E-1,2.699012692E-1
7.110740767E1,8.230321482E-3,-3.354511075E-2,-2.201646262E-1,2.228575224E-1
7.111742067E1,-1.593534373E-2,-3.454980858E-2,-1.181751519E-1,1.241490676E-1
7.112743267E1,-6.143442906E-2,-5.037778281E-2,-3.909214497E-2,8.854550171E-2
7.113744467E1,-5.790607296E-2,-5.778752066E-2,1.484081805E-2,8.314301360E-2
7.114745767E1,-2.676270604E-2,-8.326003857E-2,-7.537645698E-3,8.777979585E-2
7.115746967E1,-1.402133077E-2,-7.140195832E-2,-2.697320580E-3,7.281560895E-2
7.116748167E1,1.776574150E-2,-1.161856368E-2,4.922244608E-2,5.360468069E-2
7.117749367E1,2.308049507E-2,4.036822669E-2,9.791864276E-2,1.083990940E-1
7.118750667E1,-2.478137702E-2,3.652214751E-2,8.611194491E-2,9.676389286E-2
7.119751867E1,-5.823731773E-2,1.535135306E-2,1.825500727E-3,6.025430831E-2
7.120753067E1,-6.970527906E-2,1.290122353E-2,-7.633598506E-2,1.041750935E-1
7.121754367E1,-8.003624931E-2,-2.878891245E-2,-1.476515508E-1,1.703983073E-1
7.122755554E1,-8.444746189E-2,-4.014603250E-2,-1.902087557E-1,2.119491649E-1
7.123756754E1,-7.433868583E-2,-6.339770481E-2,-1.921845299E-1,2.155931416E-1
7.124757954E1,-5.586104583E-2,-9.039451875E-2,-1.591424990E-1,1.913581993E-1
7.125759254E1,-1.280715644E-2,-9.416180670E-2,-1.157941657E-1,1.497957206E-1
7.126760454E1,-1.207278270E-2,-6.538049564E-2,-1.118964118E-1,1.301582432E-1
7.127761654E1,1.563549120E-2,-3.323579304E-2,-1.442128032E-1,1.488167301E-1
7.128762954E1,2.880543083E-2,2.582276613E-3,-1.795697469E-1,1.818837953E-1
7.129764154E1,2.761782479E-2,4.265894651E-2,-2.144881493E-1,2.204261694E-1
7.130765354E1,4.630545292E-2,6.007305108E-2,-2.064616764E-1,2.199531547E-1
7.131766654E1,5.336296912E-2,5.132386230E-2,-1.272827750E-1,1.472502976E-1
7.132767854E1,5.371767584E-2,3.107517377E-2,-2.909925342E-2,6.854211604E-2
7.133769054E1,2.197654076E-2,1.912185699E-3,7.098052025E-2,7.432939562E-2
7.134770254E1,-4.514777731E-2,-4.020684354E-2,1.345473558E-1,1.475056033E-1
7.135771554E1,-7.955937233E-2,-6.645119391E-2,1.596827817E-1,1.903786902E-1
7.136772754E1,-7.800130863E-2,-8.778592966E-2,1.459038180E-1,1.872925458E-1
7.137773954E1,-2.924696870E-2,-9.200506121E-2,1.010492420E-1,1.397543050E-1
7.138775254E1,-4.380405061E-3,-7.549734816E-2,-4.730397463E-4,7.562579781E-2
7.139776454E1,-2.281046335E-2,-5.770653673E-2,-1.201503414E-1,1.352274608E-1
7.140777654E1,-6.734311357E-3,-3.488207661E-2,-1.769782609E-1,1.805087672E-1
7.141778854E1,1.574289724E-2,-2.908799753E-2,-1.825553352E-1,1.855273587E-1
7.142780154E1,2.458235241E-2,-2.762867868E-2,-1.728869641E-1,1.767980155E-1
7.143781354E1,1.540156603E-2,-7.378966883E-3,-1.857584399E-1,1.865418328E-1
7.144782554E1,2.760455891E-2,-1.036418974E-4,-1.534882414E-1,1.559508342E-1
7.145783854E1,4.338915411E-2,-1.008381575E-2,-1.303894007E-1,1.377885984E-1
7.146785054E1,4.410945799E-2,-1.409734458E-2,-1.256461394E-1,1.339079227E-1
7.147786254E1,4.332297094E-2,8.257876486E-3,-1.165969884E-1,1.246592558E-1
7.148787554E1,5.315469861E-2,1.678421326E-2,-9.132239878E-2,1.069902440E-1
7.149788754E1,3.725801960E-2,2.812145278E-2,-1.017555857E-1,1.119516652E-1
7.150789954E1,2.367226984E-2,3.435897008E-2,-7.108869374E-2,8.242886364E-2
7.151791154E1,5.213121660E-3,4.087861553E-3,-3.142059803E-2,3.211138786E-2
7.152792454E1,-2.655695714E-3,-2.184168935E-2,1.357314169E-2,2.585231689E-2
7.153793654E1,-2.144568667E-2,-4.267868087E-2,4.373308003E-2,6.476086446E-2
7.154794854E1,-1.546062291E-2,-4.970030978E-2,1.566527545E-2,5.435579554E-2
7.155796154E1,1.602151707E-2,-6.648262270E-2,-1.219495296E-2,6.946470332E-2
7.156797354E1,4.467901334E-2,-3.057282485E-2,-3.710584581E-2,6.563349485E-2
7.157798554E1,4.648065012E-2,-2.205737852E-2,-5.611163557E-2,7.612814478E-2
7.158799854E1,-1.323345501E-2,-3.080452077E-2,-8.122484207E-2,8.787216739E-2
7.159801054E1,-4.298288226E-2,-3.556364268E-2,-7.964258552E-2,9.723807010E-2
7.160802254E1,-4.819622319E-2,-1.760991320E-2,-9.547684550E-2,1.083919416E-1
7.161803454E1,-3.353670537E-2,-2.148120850E-4,-1.355636019E-1,1.396504454E-1
7.162804754E1,-2.064827263E-2,1.409939110E-2,-1.499869287E-1,1.520566433E-1
7.163805954E1,9.764850140E-5,-2.290646732E-2,-1.123425543E-1,1.146541115E-1
7.164807154E1,5.032570604E-2,-8.875254750E-2,-9.896997213E-2,1.421434021E-1
7.165808454E1,3.633098010E-2,-1.035207139E-1,-1.342409617E-1,1.733698766E-1
7.166809654E1,-6.438906368E-2,-5.808733664E-2,-2.143770522E-1,2.312522664E-1
7.167810854E1,-9.735197447E-2,-1.741885543E-3,-3.459043211E-1,3.593469639E-1
7.168812154E1,-9.542407438E-2,4.405189946E-2,-4.081964636E-1,4.215099960E-1
7.169813354E1,-5.354379427E-2,4.417103648E-2,-3.791749781E-1,3.854759168E-1
7.170814554E1,-1.844442051E-2,1.590756945E-2,-1.814812016E-1,1.831083667E-1
7.171815754E1,6.138662808E-3,-4.450096563E-3,8.144820571E-2,8.180034690E-2
7.172817054E1,3.027476303E-2,-3.560281903E-2,2.750050771E-1,2.789478705E-1
7.173818254E1,5.906246949E-2,-4.597746067E-2,3.557943016E-1,3.635820227E-1
7.174819454E1,5.256000023E-2,-1.724723965E-2,3.095182675E-1,3.144226118E-1
7.175820754E1,1.419126548E-2,2.208105974E-2,2.256083840E-1,2.271301569E-1
7.176821954E1,-2.783274651E-4,5.727245405E-2,1.205818659E-1,1.334923138E-1
7.177823154E1,-3.159521051E-2,5.997584112E-2,1.290889800E-2,6.900723507E-2
7.178824454E1,-5.499569446E-2,3.546804070E-2,-1.169215089E-1,1.339893562E-1
7.179825654E1,-8.180393569E-2,-5.723254681E-3,-2.015283805E-1,2.175737293E-1
7.180826854E1,-9.567470066E-2,-3.485452160E-2,-2.756026626E-1,2.938116976E-1
7.181828054E1,-1.016376912E-1,-6.455355316E-2,-2.952282572E-1,3.188371141E-1
7.182829354E1,-6.336368132E-2,-7.732357979E-2,-2.468840629E-1,2.663562138E-1
7.183830554E1,9.615673050E-3,-7.010519207E-2,-1.476106203E-1,1.636951262E-1
7.184831754E1,1.707204245E-2,-9.524441868E-2,-6.681262493E-2,1.175877578E-1
7.185833054E1,1.073654775E-2,-1.036678445E-1,9.269006252E-3,1.046336939E-1
7.186834254E1,-1.827920012E-2,-7.098775618E-2,-1.222477376E-2,7.431578418E-2
7.187835454E1,-6.483253844E-2,6.520376354E-4,-4.693150699E-2,8.003905011E-2
7.188836754E1,-9.212770656E-2,5.227586210E-2,-1.164408678E-1,1.574126925E-1
7.189837954E1,-1.017502501E-1,5.985882372E-2,-1.952987570E-1,2.282056017E-1
7.190839154E1,-6.806634106E-2,6.336189061E-2,-2.271847934E-1,2.454805212E-1
7.191840454E1,-3.146204017E-2,2.928629123E-2,-1.786534882E-1,1.837515052E-1
7.192841654E1,4.706496969E-3,-5.300647169E-3,-6.869542837E-2,6.906019008E-2
7.193842854E1,1.422835875E-2,-3.457180873E-2,1.830704749E-2,4.162696409E-2
7.194844054E1,1.725337923E-2,-7.677204117E-2,6.275290310E-2,1.006456767E-1
7.195845354E1,5.368708760E-2,-5.556287438E-2,7.911516666E-2,1.105836605E-1
7.196846554E1,6.291530952E-2,-1.180677094E-2,-6.489824653E-3,6.434169593E-2
7.197847754E1,7.689099547E-2,6.256367259E-2,-1.204883105E-1,1.560252264E-1
7.198849054E1,6.870792679E-2,1.089611826E-1,-1.497121096E-1,1.975019855E-1
7.199850254E1,5.655310035E-2,1.050598472E-1,-1.004042941E-1,1.559385999E-1
7.200851454E1,-1.769879088E-4,5.462498099E-2,-3.565982938E-2,6.523452540E-2
7.201852754E1,-1.333161514E-2,-2.145453058E-2,8.194872737E-3,2.655531555E-2
7.202853954E1,-4.270769767E-2,-5.391600609E-2,-4.336295128E-3,6.891797014E-2
7.203855154E1,-6.387765158E-2,-5.791316271E-2,-4.092466235E-2,9.544169306E-2
7.204856454E1,-4.545387905E-2,-4.978100136E-2,-6.447023034E-2,9.327708088E-2
7.205857654E1,-3.871185668E-3,-6.335428923E-2,-3.319698215E-2,7.162954465E-2
7.206858854E1,6.302604116E-3,-7.984592244E-2,-1.818133235E-2,8.213193651E-2
7.207860054E1,-3.256475195E-2,-7.447964028E-2,-4.969314694E-2,9.527375682E-2
7.208861354E1,-5.718671925E-2,-4.831795491E-2,-1.399338108E-1,1.587022906E-1
7.209862554E1,-6.223608233E-2,-1.879587471E-2,-2.137835598E-1,2.234502748E-1
7.210863754E1,-5.041999239E-2,-7.023090720E-3,-2.511876136E-1,2.562941994E-1
7.211865054E1,-3.365657330E-3,1.112586267E-2,-2.230812174E-1,2.233838446E-1
7.212866254E1,4.866341572E-2,3.007127993E-2,-1.723993063E-1,1.816423153E-1
7.213867454E1,9.489080831E-3,3.908885591E-2,-1.627321047E-1,1.676297086E-1
7.214868754E1,-8.295079395E-3,4.792655692E-2,-1.842212069E-1,1.905340292E-1
7.215869954E1,-6.432595029E-3,3.299613029E-2,-1.869050789E-1,1.899042691E-1
7.216871154E1,2.252574049E-2,8.359544948E-3,-1.426042342E-1,1.446141715E-1
7.217872454E1,6.131795984E-2,5.411524996E-3,-5.229340374E-2,8.076990081E-2
7.218873654E1,6.144133609E-2,2.130169898E-2,1.293053269E-2,6.630232904E-2
7.219874854E1,1.050591163E-2,7.288992852E-3,-2.135695517E-2,2.489223032E-2
7.220876054E1,8.110088110E-3,-1.748317480E-4,-8.860870600E-2,8.897924968E-2
7.221877354E1,-9.524675757E-3,-6.161868945E-3,-1.009814143E-1,1.016166035E-1
7.222878554E1,2.422486827E-2,3.442548215E-4,-4.421489060E-2,5.041745040E-2
7.223879754E1,2.518783160E-2,2.812408403E-2,4.510074377E-2,5.881724281E-2
7.224881054E1,-1.153538704E-2,2.133641683E-2,9.112300873E-2,9.429586712E-2
7.225882254E1,-5.121364228E-2,-9.493100792E-3,4.323138893E-2,6.768980061E-2
7.226883454E1,-9.483390760E-2,-8.492422923E-3,-5.825405538E-2,1.116204562E-1
7.227884754E1,-7.902003977E-2,-1.033122607E-2,-1.218331701E-1,1.455823555E-1
7.228885954E1,-4.589673255E-2,7.521785125E-3,-1.224933207E-1,1.310255736E-1
7.229887154E1,-3.939473838E-2,3.138851143E-2,-9.611302257E-2,1.085121982E-1
7.230888454E1,-2.761946931E-2,3.515375286E-2,-6.792359591E-2,8.131565843E-2
7.231889654E1,3.095241878E-2,-3.610801846E-3,-5.467672884E-2,6.293357447E-2
7.232890854E1,5.940164454E-2,-5.683077000E-2,-2.478927076E-2,8.586500881E-2
7.233892054E1,4.882651649E-2,-7.065819249E-2,3.075927794E-2,9.122906367E-2
7.234893354E1,-9.320059754E-3,-6.186149508E-2,2.261703014E-2,6.652246342E-2
7.235894554E1,-4.776330996E-2,-5.243782997E-3,-6.531164467E-2,8.108293266E-2
7.236895754E1,-8.096526224E-2,4.845419504E-2,-2.106623161E-1,2.308284950E-1
7.237897054E1,-8.836604655E-2,9.577622294E-2,-3.027284807E-1,3.295848542E-1
7.238898254E1,-2.942074064E-2,6.601016767E-2,-2.849114299E-1,2.939344231E-1
7.239899454E1,3.099367820E-2,2.332914792E-2,-1.478252131E-1,1.528304644E-1
7.240900754E1,7.834662326E-2,-3.569885954E-2,1.028466761E-2,8.670857130E-2
7.241901954E1,8.054393381E-2,-6.009300470E-2,1.050773889E-1,1.453951586E-1
7.242903154E1,2.251441151E-2,-2.981042102E-2,9.729416013E-2,1.042195448E-1
7.243904354E1,-2.791453443E-2,-9.923675135E-3,3.643926322E-2,4.696296908E-2
7.244905654E1,-4.030602694E-2,-1.207157671E-3,-3.321861684E-2,5.224470827E-2
7.245906854E1,-4.148424089E-2,9.409266338E-3,-4.268058121E-2,6.025868027E-2
7.246908054E1,1.752191260E-3,1.847837090E-2,-4.526680470E-2,4.892447213E-2
7.247909354E1,2.585572980E-2,2.804485425E-2,-1.070075548E-1,1.136030343E-1
7.248910554E1,1.483453229E-2,4.019982688E-2,-2.034170312E-1,2.078811632E-1
7.249911754E1,-1.273245826E-2,1.237621665E-2,-2.616091061E-1,2.622110040E-1
7.250913054E1,1.932694808E-2,-2.082303129E-2,-2.275017124E-1,2.292687478E-1
7.251914254E1,7.985483944E-2,-1.460561380E-2,-1.576216382E-1,1.772983366E-1
7.252915454E1,7.285075217E-2,-7.916033641E-3,-1.134447545E-1,1.350540929E-1
7.253916754E1,2.584867660E-2,-1.903999597E-4,-1.224939054E-1,1.251916419E-1
7.254917954E1,-2.159321923E-2,-4.629021361E-3,-1.615959907E-1,1.630980047E-1
7.255919154E1,-2.406509310E-2,-3.024801202E-2,-1.679133224E-1,1.723048310E-1
7.256920354E1,4.349634089E-3,6.631546542E-3,-8.024484873E-2,8.063580144E-2
7.257921654E1,2.062853828E-2,5.056876749E-2,1.652189255E-2,5.705882728E-2
7.258922854E1,4.930481873E-3,7.965588793E-2,6.537187099E-2,1.031641975E-1
7.259924054E1,-2.648532875E-2,5.892962806E-2,6.630801022E-2,9.257929532E-2
7.260925354E1,-7.259051453E-2,2.362757519E-2,2.500386357E-2,8.032956058E-2
7.261926554E1,-1.116442506E-1,5.122891814E-3,3.912079632E-2,1.184108079E-1
7.262927754E1,-1.123053880E-1,-1.276615284E-2,8.432386637E-2,1.410176913E-1
7.263929054E1,-8.104259167E-2,-1.615212925E-2,9.325665772E-2,1.246017542E-1
7.264930254E1,-3.992606755E-2,-2.147156060E-2,4.287412405E-2,6.239638850E-2
7.265931454E1,-3.714261018E-2,-1.468294322E-2,-5.640516579E-2,6.911371094E-2
7.266932654E1,-5.347794000E-2,-5.046951100E-3,-1.254707229E-1,1.364853988E-1
7.267933954E1,-5.302741203E-2,-4.134617351E-2,-1.329545742E-1,1.489910444E-1
7.268935154E1,-4.041120373E-2,-5.124587506E-2,-8.558452606E-2,1.076286031E-1
7.269936354E1,-8.307066187E-3,-3.753503144E-2,-7.167575419E-2,8.133449251E-2
7.270937654E1,1.134761833E-3,6.052818373E-3,-1.338912982E-1,1.340328468E-1
7.271938854E1,-1.754690945E-2,2.389471985E-2,-1.844989496E-1,1.868654973E-1
7.272940054E1,-3.645654906E-2,3.991652928E-2,-1.800234908E-1,1.879650673E-1
7.273941354E1,-3.909419149E-2,1.830280825E-2,-1.115964496E-1,1.196541523E-1
7.274942554E1,-4.587769255E-2,-2.114857502E-2,-4.909497678E-2,7.044389004E-2
7.275943754E1,-5.845929265E-2,-3.387496680E-2,-3.016578555E-3,6.763210790E-2
7.276944954E1,-4.018831518E-2,-4.098028399E-2,-3.624162734E-2,6.788180835E-2
7.277946254E1,-3.890463207E-2,-3.705322087E-2,-1.035740697E-1,1.166794733E-1
7.278947454E1,1.015178964E-2,-2.355411954E-2,-9.051372886E-2,9.407757699E-2
7.279948654E1,2.218802724E-2,-1.898744412E-2,-6.575135529E-2,7.194492553E-2
7.280949954E1,2.666257247E-2,-8.072081208E-4,-5.006561458E-2,5.672838901E-2
7.281951154E1,2.091238406E-2,-7.434076890E-3,-7.062267065E-2,7.402806843E-2
7.282952354E1,4.593112148E-2,-1.028832212E-2,-8.616690874E-2,9.818479340E-2
7.283953654E1,9.027472392E-2,2.739705585E-2,-8.428410530E-2,1.265066593E-1
7.284954854E1,5.833496623E-2,5.590259761E-2,-6.313940406E-2,1.025409823E-1
7.285956054E1,9.053463265E-3,7.011535160E-2,-5.695363462E-2,9.078460345E-2
7.286957254E1,-1.710518885E-2,4.939172298E-2,-6.508067966E-2,8.347229869E-2
7.287958554E1,-4.230760194E-2,1.700860016E-2,-8.410050273E-2,9.566671428E-2
7.288959754E1,-6.001549255E-2,-7.479319721E-3,-1.186481917E-1,1.331735445E-1
7.289960954E1,-8.179680940E-2,-3.542637929E-2,-1.296661001E-1,1.573500680E-1
7.290962254E1,-6.592238635E-2,-5.499284394E-2,-1.252643162E-1,1.518588911E-1
7.291963454E1,-4.362826869E-2,-6.789647944E-2,-9.181648850E-2,1.222441218E-1
7.292964654E1,-3.722936824E-2,-7.327942617E-2,-9.895243049E-2,1.286370229E-1
7.293965854E1,-3.496090438E-2,-6.264341399E-2,-1.317541409E-1,1.500187181E-1
7.294967154E1,-1.960582372E-2,-3.892513387E-2,-1.483356750E-1,1.546060376E-1
7.295968354E1,9.873498715E-3,-2.295726500E-2,-1.137663513E-1,1.164787736E-1
7.296969554E1,4.288475867E-2,-2.142288253E-2,-3.740405381E-2,6.080382935E-2
7.297970854E1,3.347604051E-2,-1.417445473E-2,3.531075060E-2,5.067947872E-2
7.298972054E1,-5.161008351E-3,4.476774484E-4,9.572769105E-2,9.586775921E-2
7.299973254E1,-5.651399709E-2,1.307006188E-2,1.137201583E-1,1.276594407E-1
7.300974554E1,-6.630961820E-2,-9.005589187E-3,6.585017323E-2,9.388456432E-2
7.301975754E1,-2.909274839E-2,-2.574287854E-2,5.161337256E-3,3.918830446E-2
7.302976954E1,1.447485544E-2,-3.716512196E-2,-8.064421356E-2,8.996808829E-2
7.303978154E1,4.405613869E-2,-5.408623315E-2,-1.129547578E-1,1.327593360E-1
7.304979454E1,4.892222811E-2,-3.847190157E-2,-1.102469122E-1,1.266011583E-1
7.305980654E1,2.572445981E-3,-1.829813048E-2,-9.202932715E-2,9.386605411E-2
7.306981854E1,-2.022120662E-2,1.072920218E-2,-1.314465773E-1,1.334249439E-1
7.307983154E1,-1.032403399E-1,2.066486411E-2,-2.468127269E-1,2.683321198E-1
7.308984354E1,-1.246859169E-1,1.869194046E-2,-3.372141892E-1,3.600130218E-1
7.309985554E1,-3.726635188E-2,5.767912790E-3,-3.576759356E-1,3.596583444E-1
7.310986854E1,6.292481124E-2,-1.372911617E-2,-2.634568262E-1,2.712148959E-1
7.311988054E1,1.037357087E-1,-3.629439846E-3,-7.770130992E-2,1.296601853E-1
7.312989254E1,1.276701896E-1,3.008830994E-3,1.011884058E-1,1.629350295E-1
7.313990554E1,9.111204520E-2,-2.094955042E-2,1.806204915E-1,2.033815390E-1
7.314991754E1,1.437896110E-2,-3.859184258E-2,1.179260606E-1,1.249105304E-1
7.315992954E1,-4.149140373E-2,-2.425110765E-2,1.765859127E-4,4.805917174E-2
7.316994154E1,-4.460979693E-2,-1.633010387E-2,-5.828855395E-2,7.519482560E-2
7.317995454E1,2.692642808E-4,7.620676160E-3,-1.007317382E-1,1.010199500E-1
7.318996654E1,2.077486485E-2,7.918884158E-3,-1.370563960E-1,1.388479723E-1
7.319997854E1,3.810553696E-2,-3.866544440E-3,-1.580151558E-1,1.625908102E-1
7.320999154E1,2.771857962E-2,-4.601298250E-2,-1.445694834E-1,1.542266181E-1
7.322000354E1,3.440841559E-2,-3.842724346E-2,-1.158637476E-1,1.268266538E-1
7.323001579E1,-6.865362078E-3,-3.787855536E-2,-1.299602151E-1,1.355417857E-1
7.324002879E1,7.094828747E-3,-2.907630309E-2,-1.296994293E-1,1.331078884E-1
7.325004079E1,3.613268640E-2,-8.237045780E-3,-1.529982448E-1,1.574226250E-1
7.326005279E1,4.799734477E-2,1.388523683E-2,-1.523989052E-1,1.603807071E-1
7.327006479E1,8.922288291E-2,3.248705707E-2,-8.656334996E-2,1.284886970E-1
7.328007779E1,7.558279060E-2,5.284041077E-2,-3.042832553E-2,9.711204992E-2
7.329008979E1,1.366969384E-3,2.931340769E-2,4.473119974E-4,2.934867226E-2
7.330010179E1,-7.123845555E-2,-8.227836415E-3,1.626812339E-2,7.353411915E-2
7.331011479E1,-7.066849820E-2,-2.213098034E-2,-2.583884597E-2,7.843126220E-2
7.332012679E1,-3.204811390E-2,-2.770147651E-2,-7.216808975E-2,8.368205652E-2
7.333013879E1,-1.234895401E-3,3.816989288E-3,-4.920958221E-2,4.937284026E-2
7.334015079E1,5.370378871E-2,2.076529004E-2,1.315331161E-2,5.906186416E-2
7.335016379E1,3.499178499E-2,2.384874612E-2,5.882357419E-2,7.248034622E-2
7.336017579E1,-1.920532599E-2,1.427890062E-2,6.784290433E-2,7.194019195E-2
7.337018779E1,-7.443030439E-2,-2.194745086E-2,1.483146250E-2,7.900337392E-2
7.338020079E1,-1.026930040E-1,-4.211690962E-2,-4.811205983E-2,1.209729616E-1
7.339021279E1,-9.827429965E-2,-3.558578901E-2,-8.995473504E-2,1.378986610E-1
7.340022479E1,-6.450483855E-2,-9.103749320E-3,-1.185903043E-1,1.353048880E-1
7.341023779E1,-5.447072413E-2,1.847288914E-2,-1.688605714E-1,1.783877798E-1
7.342024979E1,-8.369265944E-3,1.151916102E-2,-2.366210300E-1,2.370490403E-1
7.343026179E1,2.227273878E-2,4.911880419E-3,-3.029530138E-1,3.038103521E-1
7.344027379E1,8.865767643E-3,1.402264640E-2,-2.795740914E-1,2.800659013E-1
7.345028679E1,9.865714610E-3,1.556397244E-2,-2.109365505E-1,2.117399299E-1
7.346029879E1,7.947389334E-3,1.142472848E-2,-1.053715038E-1,1.062865901E-1
7.347031079E1,1.930363230E-2,-5.824923143E-3,-2.635340095E-3,2.033482154E-2
7.348032379E1,3.984658197E-3,-2.101693958E-2,3.172991574E-2,3.826717657E-2
7.349033579E1,-8.894309364E-3,-1.368321553E-3,3.185504615E-2,3.310173724E-2
7.350034779E1,-3.340419285E-2,8.133623153E-3,3.864892602E-2,5.172751113E-2
7.351036079E1,-6.619457424E-2,1.248745993E-3,7.670728326E-2,1.013276287E-1
7.352037279E1,-4.015038136E-2,1.387902416E-2,1.036799043E-1,1.120455398E-1
7.353038479E1,-2.847228572E-2,1.033787727E-2,4.989136755E-2,5.836686832E-2
7.354039679E1,-1.992939401E-2,3.405783847E-3,-6.948070943E-2,7.236262221E-2
7.355040979E1,-8.974306583E-3,3.123195224E-2,-1.688939005E-1,1.719916354E-1
7.356042179E1,1.273987692E-2,4.495485574E-2,-2.015067458E-1,2.068531173E-1
7.357043379E1,8.045805283E-3,3.698305428E-2,-1.687582451E-1,1.729503587E-1
7.358044679E1,5.905833989E-3,5.667779222E-3,-9.291108727E-2,9.327096405E-2
7.359045879E1,-1.071516886E-2,-2.085087866E-2,-7.516069472E-2,7.873184880E-2
7.360047079E1,-2.023677483E-2,-2.596580364E-2,-5.813944995E-2,6.681276566E-2
7.361048379E1,-4.735670920E-2,-3.436993361E-3,-4.513699651E-2,6.551197817E-2
7.362049579E1,-1.254074268E-2,1.460722178E-2,-2.129731357E-2,2.870917485E-2
7.363050779E1,-7.077579461E-3,1.324942522E-2,2.792279363E-2,3.170681005E-2
7.364051979E1,-6.723859459E-3,5.304886401E-4,8.815730095E-2,8.841493887E-2
7.365053279E1,-1.685280841E-2,-3.362375580E-2,3.705322087E-2,5.279692493E-2
7.366054479E1,-2.705122959E-2,-4.792494893E-2,-2.850517631E-2,6.197672812E-2
7.367055679E1,1.030359797E-2,-2.182363607E-2,-6.692138314E-2,7.114005021E-2
7.368056979E1,3.115849659E-2,4.183024988E-3,-9.265965700E-2,9.784764506E-2
7.369058179E1,1.646663636E-2,1.248541340E-2,-1.272026682E-1,1.288703009E-1
7.370059379E1,1.351437718E-4,6.817195639E-3,-1.259075099E-1,1.260920040E-1
7.371060679E1,-1.435718022E-2,-1.301655985E-2,-1.335773027E-1,1.349757580E-1
7.372061879E1,-1.993045382E-2,-1.980349615E-2,-1.379533589E-1,1.407854065E-1
7.373063079E1,-3.116280891E-2,-2.929966673E-3,-1.225839525E-1,1.265169190E-1
7.374064279E1,-4.608472053E-2,-6.691188142E-3,-1.126121110E-1,1.218608264E-1
7.375065579E1,-3.162437350E-2,-1.531078801E-2,-6.235938549E-2,7.157663157E-2
7.376066779E1,2.128605768E-2,-4.351885267E-2,-3.619543433E-2,6.047393038E-2
7.377067979E1,3.546000078E-2,-6.537260190E-2,-5.047024190E-2,8.987899672E-2
7.378069279E1,1.676436927E-2,-5.765742011E-2,-3.815191269E-2,7.114063967E-2
7.379070479E1,1.905852433E-2,-2.876837410E-2,-1.241071522E-2,3.667250401E-2
7.380071679E1,-1.516380362E-2,1.618480057E-2,-2.438756704E-2,3.296425543E-2
7.381072979E1,-6.146213025E-2,2.698241517E-2,-7.374157548E-2,9.971692001E-2
7.382074179E1,-7.769104075E-2,3.342875116E-2,-1.682688332E-1,1.883289129E-1
7.383075379E1,-1.137431818E-1,-4.136466533E-3,-2.855563778E-1,3.074037518E-1
7.384076579E1,-5.471765935E-2,-1.346562602E-2,-2.871900898E-1,2.926661802E-1
7.385077879E1,1.332821645E-2,-4.533331677E-2,-1.711906868E-1,1.775922358E-1
7.386079079E1,9.956605922E-2,-4.462456115E-2,-3.351039290E-3,1.091603457E-1
7.387080279E1,1.166789956E-1,-4.599470995E-2,1.406050712E-1,1.884125458E-1
7.388081579E1,6.647114754E-2,-5.207756840E-2,1.630250502E-1,1.835964421E-1
7.389082779E1,3.057253249E-3,-4.356000245E-2,1.108678865E-1,1.191574961E-1
7.390083979E1,-2.135140032E-2,-1.323809624E-2,4.911076427E-2,5.516336333E-2
7.391085279E1,-2.605102681E-2,8.528821841E-3,-2.612535954E-3,2.753583381E-2
7.392086479E1,-4.341426060E-2,1.012036085E-2,7.289139032E-3,4.517024767E-2
7.393087679E1,-8.155893736E-2,-1.249769256E-3,-2.265796065E-2,8.465698652E-2
